algorithm	alpha	beta	k	q	valid_precision@10	valid_hit@10	valid_mrr@10	valid_ndcg@10	valid_map@10	valid_itemcoverage@10	valid_averagepopularity@10	valid_tailpercentage@10	test_precision@10	test_hit@10	test_mrr@10	test_ndcg@10	test_map@10	test_itemcoverage@10	test_averagepopularity@10	test_tailpercentage@10	embedding_size	epochs	regularization	learning_rate	n_layers	reg_weight	gamma	ii_neighbor_num	initial_weight	lambda	negative_num	negative_weight	w1	w2	w3	w4	drop_ratio	ssl_tau	ssl_weight	eps	layer_cl	temperature
xsimgcl					0.0622	0.3556	0.1602	0.1003	0.0535	0.1353	42.9171	0.0306	0.1144	0.4752	0.2698	0.154	0.0944	0.1352	38.4911	0.0361	64.0	100.0		0.01	4.0	0.0001				0.1										0.01	2.0	0.1
xsimgcl					0.0696	0.3929	0.187	0.1154	0.0634	0.1486	33.4239	0.0256	0.1303	0.5076	0.2983	0.1729	0.1097	0.1499	31.3601	0.0266	64.0	100.0		0.005	4.0	0.0001				0.1										0.05	2.0	0.2
xsimgcl					0.0691	0.391	0.1828	0.1124	0.0613	0.1545	34.3411	0.0313	0.1319	0.5162	0.2943	0.1728	0.108	0.1576	33.1822	0.0338	64.0	100.0		0.005	4.0	0.0001				0.1										0.01	2.0	0.2
xsimgcl					0.0608	0.3743	0.1617	0.0938	0.0474	0.0851	60.565	0.0032	0.1302	0.5592	0.2982	0.1678	0.0977	0.0891	60.015	0.0042	64.0	100.0		0.005	4.0	0.0001				0.01										0.0	3.0	0.05
xsimgcl					0.0663	0.3841	0.1785	0.108	0.0587	0.1571	35.0228	0.0241	0.1353	0.5324	0.2991	0.1756	0.1085	0.1605	34.4335	0.0244	64.0	100.0		0.005	4.0	0.0001				0.05										0.01	4.0	0.2
xsimgcl					0.0692	0.3988	0.1867	0.1143	0.0626	0.1433	34.5659	0.017	0.1306	0.5076	0.2996	0.1742	0.1106	0.1426	32.0238	0.0159	64.0	100.0		0.005	3.0	0.0001				0.1										0.1	2.0	0.2
xsimgcl					0.0629	0.3723	0.1701	0.106	0.0577	0.1295	42.3501	0.0187	0.1179	0.4742	0.2682	0.1578	0.099	0.1258	38.6141	0.0224	64.0	100.0		0.005	3.0	0.0001				0.1										0.1	2.0	0.1
xsimgcl					0.0695	0.3988	0.1866	0.1155	0.0634	0.1462	35.4469	0.021	0.1368	0.5391	0.3068	0.1801	0.1133	0.1486	32.5391	0.0233	64.0	100.0		0.005	4.0	0.0001				0.1										0.1	2.0	0.2
xsimgcl					0.0186	0.1218	0.0558	0.0325	0.0179	0.1353	4.6783	0.2085	0.028	0.1727	0.0742	0.0338	0.0157	0.203	3.3974	0.1001	64.0	100.0		0.005	4.0	0.0001				0.5										0.1	2.0	0.2
xsimgcl					0.0089	0.0727	0.0359	0.0198	0.011	0.1168	7.7242	0.2739	0.0161	0.1193	0.047	0.02	0.0082	0.0693	9.1916	0.1972	64.0	100.0		0.005	4.0	0.0001				1.0										0.1	2.0	0.05
xsimgcl					0.0648	0.389	0.1737	0.1023	0.0532	0.1166	48.4043	0.0129	0.134	0.5553	0.3038	0.1734	0.1041	0.1192	47.7728	0.0128	64.0	100.0		0.005	4.0	0.0001				0.01										0.1	2.0	0.2
xsimgcl					0.0664	0.3919	0.1779	0.1088	0.0585	0.1247	48.7936	0.0156	0.126	0.5143	0.2868	0.1668	0.1036	0.1284	44.7144	0.0174	64.0	100.0		0.005	4.0	0.0001				0.05										0.1	2.0	0.1
xsimgcl					0.0591	0.3654	0.1544	0.0956	0.0495	0.1032	55.0125	0.0116	0.1161	0.5143	0.2736	0.1522	0.0863	0.1067	52.9059	0.0104	64.0	100.0		0.005	4.0	0.0001				0.1										0.1	2.0	0.05
xsimgcl					0.0197	0.1336	0.0606	0.0358	0.0198	0.1368	5.2231	0.1899	0.0163	0.1088	0.0503	0.0223	0.0112	0.1599	2.4834	0.1636	64.0	100.0		0.005	4.0	0.0001				1.0										0.1	2.0	0.2
xsimgcl					0.0375	0.2446	0.1093	0.0612	0.0309	0.0512	41.757	0.0004	0.0655	0.3655	0.1743	0.0847	0.0419	0.0246	103.0488	0.0006	64.0	100.0		0.0001	4.0	0.0001				0.01										0.1	2.0	0.1
xsimgcl					0.0692	0.4018	0.1865	0.1157	0.0633	0.1435	36.0943	0.018	0.1349	0.5286	0.3091	0.1782	0.1115	0.1447	34.4283	0.0195	64.0	100.0		0.005	4.0	0.0001				0.05										0.1	2.0	0.2
xsimgcl					0.0627	0.3802	0.1629	0.1022	0.0538	0.1009	54.7395	0.0059	0.1231	0.5267	0.2834	0.1605	0.093	0.1035	53.5942	0.008	64.0	100.0		0.005	4.0	0.0001				0.05										0.1	2.0	0.05
xsimgcl					0.0668	0.3802	0.1697	0.1079	0.0583	0.1545	32.6718	0.0282	0.1329	0.5134	0.293	0.1738	0.1077	0.1566	32.1983	0.0291	64.0	100.0		0.005	4.0	0.0001				0.05										0.1	4.0	0.2
xsimgcl					0.0666	0.387	0.1802	0.1108	0.0607	0.0994	44.0564	0.0053	0.1337	0.5382	0.295	0.1726	0.1067	0.0998	42.3536	0.0057	64.0	100.0		0.005	1.0	0.0001				0.05										0.1	2.0	0.2
xsimgcl					0.0533	0.3143	0.1441	0.0827	0.0426	0.082	45.0623	0.0032	0.0985	0.479	0.2209	0.1199	0.0644	0.069	63.9327	0.0021	64.0	100.0		0.0001	4.0	0.0001				0.05										0.2	3.0	0.2
xsimgcl					0.0661	0.3831	0.1717	0.1072	0.058	0.1003	45.7557	0.0044	0.1318	0.5248	0.2924	0.1702	0.1044	0.1003	43.6461	0.0061	64.0	100.0		0.005	1.0	0.0001				0.05										0.0	4.0	0.2
xsimgcl					0.0374	0.2711	0.1055	0.0575	0.0271	0.0453	57.6176	0.0001	0.0787	0.4323	0.2009	0.1	0.0493	0.0462	58.4228	0.0001	64.0	100.0		0.0001	4.0	0.0001				0.05										0.1	2.0	0.05
xsimgcl					0.0638	0.3635	0.1762	0.1075	0.0592	0.15	32.5039	0.0225	0.1303	0.5181	0.2886	0.1709	0.1057	0.1526	31.8718	0.0229	64.0	100.0		0.005	4.0	1e-05				0.05										0.2	3.0	0.2
xsimgcl					0.0639	0.3625	0.1667	0.1046	0.0574	0.0826	54.3159	0.0022	0.1262	0.5086	0.2841	0.1648	0.1024	0.0844	51.1731	0.0033	64.0	100.0		0.005	1.0	0.0001				0.05										0.1	2.0	0.1
xsimgcl					0.0069	0.0521	0.0256	0.0146	0.0085	0.0929	2.7992	0.2053	0.001	0.0076	0.0038	0.0015	0.0007	0.0751	1.4492	0.2502	64.0	100.0		0.0001	4.0	1e-05				0.05										0.0	2.0	0.2
xsimgcl					0.0687	0.3919	0.1753	0.1098	0.0592	0.0885	55.7775	0.006	0.1383	0.5544	0.309	0.1804	0.1106	0.096	51.449	0.0068	64.0	100.0		0.005	4.0	0.0001				0.05										0.1	3.0	0.05
xsimgcl					0.0704	0.4028	0.1795	0.1137	0.0616	0.1372	38.0602	0.018	0.136	0.5382	0.3075	0.1797	0.112	0.1423	35.3815	0.0175	64.0	100.0		0.005	4.0	0.0001				0.05										0.2	2.0	0.2
xsimgcl					0.0226	0.1503	0.0677	0.0389	0.0211	0.1621	5.5029	0.1332	0.0351	0.1765	0.0965	0.0455	0.0247	0.151	4.3138	0.0896	64.0	100.0		0.0001	4.0	1e-05				0.05										0.1	2.0	0.2
xsimgcl					0.0606	0.3635	0.1652	0.0998	0.0537	0.1398	43.0523	0.0276	0.1243	0.5162	0.2927	0.1646	0.0992	0.1417	41.3478	0.0318	64.0	100.0		0.005	4.0	0.0001				0.05										0.0	4.0	0.1
xsimgcl					0.068	0.3949	0.1707	0.1084	0.0582	0.0871	55.4638	0.0039	0.1366	0.5525	0.3108	0.1791	0.1094	0.0939	51.4527	0.0049	64.0	100.0		0.005	4.0	0.0001				0.05										0.2	3.0	0.05
xsimgcl					0.0204	0.1415	0.0652	0.0378	0.0212	0.1451	5.5275	0.1718	0.0358	0.188	0.1095	0.0536	0.0309	0.154	4.712	0.192	64.0	100.0		0.0001	4.0	1e-05				0.5										0.1	2.0	0.2
xsimgcl					0.0652	0.3743	0.1759	0.1082	0.0592	0.0973	44.2369	0.0046	0.1328	0.5372	0.2958	0.1722	0.1056	0.0976	42.449	0.0055	64.0	100.0		0.005	1.0	0.0001				0.05										0.2	3.0	0.2
xsimgcl					0.0639	0.3831	0.1682	0.102	0.0537	0.0914	60.7618	0.0063	0.1249	0.5382	0.2987	0.1658	0.0965	0.1086	53.755	0.0086	64.0	100.0		0.01	4.0	1e-05				0.05										0.1	2.0	0.05
xsimgcl					0.0203	0.1415	0.0659	0.0378	0.0212	0.1449	5.5306	0.172	0.0358	0.188	0.1089	0.0536	0.0309	0.1537	4.6952	0.1926	64.0	100.0		0.0001	4.0	0.0001				0.5										0.1	2.0	0.2
xsimgcl					0.0629	0.3861	0.1684	0.1003	0.0526	0.1181	46.2911	0.0092	0.1303	0.5496	0.2978	0.1694	0.1014	0.1197	45.6567	0.0094	64.0	100.0		0.005	3.0	0.0001				0.01										0.1	2.0	0.2
xsimgcl					0.067	0.3841	0.1774	0.1109	0.0608	0.1019	43.316	0.005	0.1328	0.5372	0.2952	0.1724	0.1063	0.103	41.3594	0.0052	64.0	100.0		0.005	1.0	1e-05				0.05										0.1	3.0	0.2
xsimgcl					0.0636	0.3841	0.1633	0.103	0.0551	0.089	59.741	0.0062	0.1238	0.5324	0.2935	0.1636	0.0944	0.098	55.2445	0.008	64.0	100.0		0.01	4.0	0.0001				0.05										0.2	2.0	0.05
xsimgcl					0.0048	0.0393	0.0202	0.0103	0.0057	0.0964	1.9096	0.2815	0.0003	0.0029	0.0017	0.0004	0.0002	0.0258	1.0828	0.5509	64.0	100.0		0.005	4.0	0.0001				0.5										0.01	2.0	0.2
xsimgcl					0.0214	0.1503	0.0677	0.0391	0.0218	0.1519	5.567	0.1762	0.0336	0.1899	0.1126	0.0523	0.0296	0.1553	4.8287	0.1889	64.0	100.0		0.0001	4.0	0.0001				1.0										0.1	2.0	0.2
xsimgcl					0.0666	0.3851	0.1766	0.1105	0.0602	0.122	46.0665	0.0132	0.1251	0.4933	0.2853	0.1668	0.1045	0.123	42.2354	0.0152	64.0	100.0		0.005	3.0	0.0001				0.05										0.05	2.0	0.1
xsimgcl					0.0671	0.3821	0.1737	0.1083	0.0585	0.1564	33.2301	0.0242	0.1311	0.5048	0.2894	0.1717	0.1067	0.1637	30.9112	0.0287	64.0	100.0		0.005	4.0	1e-05				0.05										0.1	4.0	0.2
xsimgcl					0.0663	0.3821	0.1755	0.1088	0.0595	0.0971	47.6063	0.0051	0.132	0.5248	0.286	0.1699	0.1058	0.099	43.4544	0.0052	64.0	100.0		0.01	1.0	0.0001				0.05										0.0	2.0	0.2
xsimgcl					0.0648	0.3772	0.165	0.1014	0.0532	0.0911	55.8945	0.0033	0.1385	0.5754	0.3115	0.1791	0.1065	0.0927	55.3787	0.0038	64.0	100.0		0.005	4.0	0.0001				0.01										0.1	3.0	0.05
xsimgcl					0.0703	0.4008	0.1827	0.1125	0.0606	0.1441	37.2105	0.0217	0.1373	0.5429	0.2979	0.1777	0.1102	0.1466	36.4885	0.0223	64.0	100.0		0.005	4.0	0.0001				0.05										0.01	2.0	0.2
xsimgcl					0.0199	0.1464	0.0748	0.0399	0.0226	0.1772	5.9452	0.136	0.0358	0.2032	0.1132	0.0542	0.0299	0.1907	5.2492	0.1378	64.0	100.0		0.0001	3.0	0.0001				0.5										0.1	2.0	0.2
xsimgcl					0.0038	0.0363	0.0138	0.0073	0.0038	0.127	2.8279	0.2052	0.0073	0.0639	0.028	0.0101	0.0041	0.1667	3.4145	0.1052	64.0	100.0		0.005	4.0	0.0001				1.0										0.2	2.0	0.1
xsimgcl					0.0654	0.388	0.1729	0.1022	0.0528	0.1204	47.9593	0.0125	0.1343	0.5534	0.3005	0.1742	0.1051	0.1234	47.3603	0.0122	64.0	100.0		0.005	4.0	0.0001				0.01										0.05	2.0	0.2
xsimgcl					0.0028	0.0246	0.0113	0.0054	0.0028	0.0894	1.6676	0.2468	0.0003	0.0029	0.0016	0.0004	0.0002	0.0222	1.0625	0.5975	64.0	100.0		0.001	4.0	1e-05				0.05										0.0	2.0	0.2
xsimgcl					0.0636	0.3684	0.1629	0.1028	0.0561	0.1311	32.0659	0.0136	0.1214	0.4914	0.2713	0.1581	0.0979	0.1315	30.6054	0.0142	64.0	100.0		0.01	1.0	0.0001				0.5										0.5	3.0	0.2
xsimgcl					0.0619	0.3792	0.1639	0.1002	0.0525	0.0801	59.9673	0.004	0.1273	0.5592	0.3117	0.1702	0.0994	0.0881	55.9845	0.0059	64.0	100.0		0.005	3.0	0.0001				0.05										0.01	2.0	0.05
xsimgcl					0.0177	0.1297	0.0567	0.0322	0.0176	0.175	5.3074	0.1186	0.0278	0.1565	0.0709	0.0333	0.0169	0.1839	3.766	0.073	64.0	100.0		0.0001	2.0	0.0001				0.05										0.1	2.0	0.2
xsimgcl					0.0672	0.387	0.1836	0.1145	0.0643	0.1583	31.4298	0.0283	0.1289	0.5095	0.2988	0.1718	0.1085	0.1565	29.1603	0.0323	64.0	100.0		0.005	4.0	0.0001				0.2										0.2	2.0	0.2
xsimgcl					0.066	0.389	0.1804	0.1072	0.0574	0.1472	36.5382	0.0223	0.1334	0.5229	0.2992	0.1756	0.1095	0.1578	32.9905	0.0248	64.0	100.0		0.005	4.0	1e-05				0.05										0.05	4.0	0.2
xsimgcl					0.0566	0.3517	0.1516	0.0855	0.0419	0.0805	63.1123	0.0037	0.1197	0.5353	0.2798	0.1539	0.0866	0.0823	62.7692	0.0045	64.0	100.0		0.001	4.0	0.0001				0.01										0.1	3.0	0.1
xsimgcl					0.069	0.3988	0.1847	0.1162	0.0645	0.1431	35.7506	0.0218	0.1308	0.5105	0.2959	0.1727	0.1085	0.1425	33.8965	0.0223	64.0	100.0		0.01	4.0	0.0001				0.05										0.1	2.0	0.2
xsimgcl					0.0654	0.3792	0.1764	0.1075	0.058	0.0945	46.0416	0.0058	0.133	0.5277	0.2883	0.171	0.1054	0.0965	42.9021	0.0064	64.0	100.0		0.01	1.0	0.0001				0.05										0.1	2.0	0.2
xsimgcl					0.0504	0.3242	0.139	0.0855	0.0453	0.0986	52.5972	0.0214	0.093	0.4342	0.2347	0.1269	0.0713	0.1004	49.5721	0.0216	64.0	100.0		0.01	4.0	0.0001				0.5										0.5	2.0	0.05
xsimgcl					0.0143	0.1022	0.0529	0.0287	0.0164	0.154	3.9693	0.2029	0.0021	0.0181	0.0047	0.0021	0.0007	0.0936	1.4241	0.3023	64.0	100.0		0.01	2.0	0.0001				1.0										0.0	2.0	0.2
xsimgcl					0.0678	0.3978	0.1835	0.1115	0.0604	0.1289	40.0235	0.0154	0.1352	0.5401	0.2971	0.1758	0.1087	0.1317	36.312	0.0159	64.0	100.0		0.01	3.0	0.0001				0.05										0.1	4.0	0.2
xsimgcl					0.0525	0.2986	0.1265	0.0849	0.0458	0.1426	33.4476	0.0458	0.0892	0.3817	0.2165	0.1232	0.0755	0.1383	31.3956	0.0515	64.0	100.0		0.01	4.0	1e-05				0.2										0.01	2.0	0.1
xsimgcl					0.0667	0.3802	0.1753	0.109	0.0593	0.1433	33.7642	0.0254	0.1292	0.5162	0.2867	0.1691	0.1049	0.1442	31.9469	0.0253	64.0	100.0		0.01	4.0	0.0001				0.05										0.1	3.0	0.2
xsimgcl					0.0658	0.389	0.1771	0.1065	0.0566	0.1233	45.0526	0.0143	0.1348	0.5429	0.2965	0.1747	0.1062	0.1223	44.8473	0.0144	64.0	100.0		0.01	4.0	0.0001				0.01										0.2	2.0	0.2
xsimgcl					0.0589	0.3428	0.1523	0.0935	0.0497	0.0772	60.1699	0.0019	0.1198	0.5057	0.2728	0.1552	0.0915	0.0789	59.1686	0.0017	64.0	100.0		0.01	1.0	0.0001				0.05										0.05	2.0	0.05
xsimgcl					0.0677	0.389	0.1816	0.1142	0.0635	0.1376	36.9457	0.0158	0.124	0.4895	0.2792	0.1634	0.1025	0.1456	32.8448	0.0205	64.0	100.0		0.01	2.0	0.0001				0.05										0.1	2.0	0.2
xsimgcl					0.0568	0.335	0.1605	0.0949	0.0518	0.1825	20.3242	0.0506	0.1046	0.416	0.2312	0.1366	0.0848	0.1835	17.7824	0.0689	64.0	100.0		0.01	4.0	0.0001				0.5										0.5	4.0	0.2
xsimgcl					0.0334	0.2033	0.0923	0.0579	0.0316	0.1317	24.4024	0.0383	0.063	0.2948	0.1647	0.0883	0.0518	0.134	23.751	0.0384	64.0	100.0		0.01	3.0	0.0001				1.0										0.1	1.0	0.1
xsimgcl					0.068	0.3919	0.1875	0.1147	0.0635	0.1391	34.7505	0.0237	0.1309	0.5248	0.3078	0.1745	0.1095	0.1405	33.8384	0.0245	64.0	100.0		0.01	4.0	0.0001				0.05										0.01	2.0	0.2
xsimgcl					0.041	0.2387	0.0985	0.0621	0.0323	0.1422	15.7151	0.155	0.0281	0.1651	0.0744	0.0344	0.0168	0.1953	3.2616	0.1134	64.0	100.0		0.01	4.0	0.0001				0.2										0.0	3.0	0.2
xsimgcl					0.0632	0.3762	0.1626	0.1017	0.0539	0.0956	59.6767	0.0084	0.1249	0.5401	0.2987	0.1656	0.0959	0.104	54.1254	0.0069	64.0	100.0		0.01	4.0	0.0001				0.05										0.1	2.0	0.05
xsimgcl					0.0642	0.3733	0.1696	0.1052	0.0569	0.1001	47.4532	0.0045	0.1293	0.5181	0.2821	0.1661	0.1013	0.0996	46.5875	0.0054	64.0	100.0		0.01	1.0	0.0001				0.01										0.1	2.0	0.2
xsimgcl					0.0671	0.3861	0.1851	0.1138	0.0636	0.1391	35.4247	0.0184	0.1292	0.5076	0.2926	0.1705	0.1072	0.1379	33.4957	0.0184	64.0	100.0		0.01	4.0	0.0001				0.05										0.2	2.0	0.2
xsimgcl					0.0689	0.3998	0.1797	0.1127	0.061	0.126	41.834	0.0148	0.1335	0.5277	0.3014	0.1745	0.1091	0.1289	37.8953	0.016	64.0	100.0		0.01	2.0	0.0001				0.05										0.05	1.0	0.2
xsimgcl					0.0658	0.3782	0.1753	0.1083	0.0592	0.1266	43.3053	0.0189	0.1223	0.479	0.277	0.1617	0.1013	0.1331	36.987	0.0311	64.0	100.0		0.01	4.0	0.0001				0.05										0.1	4.0	0.1
xsimgcl					0.0441	0.2623	0.1243	0.0776	0.044	0.1516	20.2533	0.0525	0.0814	0.3464	0.2021	0.1157	0.0723	0.1411	20.5617	0.0531	64.0	100.0		0.01	3.0	0.0001				0.5										0.1	2.0	0.2
xsimgcl					0.0193	0.1297	0.0604	0.0347	0.0191	0.1385	4.7263	0.2143	0.0212	0.1441	0.0648	0.0276	0.0129	0.1877	3.2849	0.1097	64.0	100.0		0.01	4.0	0.0001				1.0										0.1	2.0	0.2
xsimgcl					0.0631	0.3625	0.1547	0.0991	0.0536	0.0896	54.2532	0.0085	0.1307	0.5229	0.2903	0.1705	0.104	0.0936	53.0024	0.0077	64.0	100.0		0.01	4.0	0.0001				0.05										0.0	3.0	0.05
xsimgcl					0.0663	0.388	0.1813	0.1104	0.06	0.1462	33.4847	0.019	0.1175	0.4714	0.2668	0.1558	0.0978	0.1506	27.7826	0.0251	64.0	100.0		0.01	4.0	1e-05				0.2										0.5	2.0	0.2
xsimgcl					0.008	0.058	0.0286	0.0162	0.0092	0.0959	2.9407	0.2035	0.0034	0.0286	0.01	0.0046	0.0018	0.0853	1.4476	0.3053	64.0	100.0		0.0001	4.0	0.0001				0.01										0.01	2.0	0.2
xsimgcl					0.068	0.3939	0.1774	0.1096	0.059	0.1095	52.0689	0.0096	0.1315	0.5334	0.2963	0.1726	0.1062	0.1163	45.4687	0.013	64.0	100.0		0.01	4.0	1e-06				0.05										0.1	1.0	0.1
xsimgcl					0.0706	0.3998	0.1788	0.1117	0.0599	0.1235	41.0154	0.0124	0.1403	0.5534	0.3156	0.1842	0.1141	0.1271	40.416	0.0125	64.0	100.0		0.001	2.0	1e-05				0.05										0.2	2.0	0.2
xsimgcl					0.0482	0.3006	0.1322	0.0798	0.0409	0.114	49.6001	0.0193	0.0912	0.4275	0.2331	0.1246	0.0696	0.1159	47.7624	0.0224	64.0	100.0		0.01	4.0	1e-06				0.5										0.05	2.0	0.05
xsimgcl					0.0223	0.1601	0.0673	0.038	0.0194	0.1442	6.8472	0.1355	0.0337	0.1966	0.0999	0.0461	0.0233	0.1664	4.3268	0.1317	64.0	100.0		0.0001	4.0	0.0001				1.0										0.1	3.0	0.2
xsimgcl					0.0606	0.3556	0.1592	0.0963	0.0514	0.1025	40.3256	0.0074	0.126	0.5296	0.2863	0.1611	0.0948	0.0986	53.9174	0.0088	64.0	100.0		0.001	4.0	1e-05				0.05										0.1	2.0	0.2
xsimgcl					0.0661	0.3821	0.1686	0.107	0.058	0.1061	42.0285	0.0061	0.1257	0.5048	0.2781	0.1629	0.1005	0.1116	36.95	0.0107	64.0	100.0		0.01	1.0	0.0001				0.2										0.5	2.0	0.2
xsimgcl					0.0654	0.3821	0.1613	0.1032	0.0549	0.1257	45.3631	0.0207	0.1224	0.5076	0.289	0.1649	0.1019	0.1263	42.195	0.026	64.0	100.0		0.01	4.0	0.0001				0.05										0.0	2.0	0.1
